Time,Indoor Temp,Weather Temp,CO2,Relative Humidity,Lighting,Rain,Sun,Wind,Sunlight(West),Sunlight(East),Sunlight(South),Sun Irradiance,Outdoor Temp,Outdoor Relative Humidity
1515,17.2727,13.7333,227.968,53.1413,41.516,0.0,618.347,2.026,91761.3,9354.24,45681.3,561.301,17.7367,65.248
1530,17.4527,14.0,237.824,55.728,37.1893,0.0,618.219,2.00267,85927.3,8694.78,36102.8,509.547,17.6733,65.2533
1545,17.5873,13.2667,245.216,55.848,31.2893,0.0,617.877,1.89533,92225.5,8250.37,28599.6,459.968,17.586,65.4427
1600,17.6767,13.2,240.48,56.712,27.2693,0.0,617.664,2.19467,86048.8,7576.58,21907.1,404.245,17.416,65.656
1615,17.604,13.0,222.891,58.5307,20.9847,0.0,617.195,2.06067,74290.5,6651.9,14806.4,317.285,17.184,66.264
1630,17.5533,13.3333,215.424,58.7227,21.0673,0.0,616.853,1.84,59438.8,5526.53,10213.0,228.333,16.9753,66.6373
1645,17.4967,14.0,213.163,58.6453,21.1653,0.0,616.128,1.83333,51586.4,5218.3,8249.0,191.803,16.728,66.9493
1700,17.442,14.0,211.691,58.7307,21.084,0.0,615.829,1.566,42681.3,4401.15,6300.67,142.091,16.518,67.1253
1715,17.3613,14.0,212.821,58.2373,21.2467,0.0,614.528,1.18467,3892.22,1419.26,1842.18,38.3507,16.3367,67.048
1730,17.2713,14.0,212.747,58.592,21.1487,0.0,613.845,1.12333,3060.74,1175.55,1404.93,29.7427,16.1513,67.368
1745,17.1667,14.0,211.797,58.712,21.3273,0.0,613.76,0.0,1784.83,0.0,1146.88,18.4067,15.9613,67.536
1800,17.0987,14.0,209.493,58.6907,12.8247,0.0,613.76,0.0,344.064,0.0,0.0,8.34267,15.796,67.6907
1815,17.0,13.0667,210.24,58.872,11.6053,0.0,610.56,0.124667,0.0,0.0,0.0,-0.117333,15.6313,68.008
1830,16.9347,13.0,211.691,58.9973,11.7033,0.0,237.661,0.344667,0.0,0.0,0.0,-3.512,15.4573,68.7307
1845,16.86,13.0,211.435,58.6133,11.6053,0.0,17.9573,0.625333,0.0,0.0,0.0,-3.44667,15.3333,69.2827
1900,16.778,13.0,212.789,59.2213,11.524,0.0,1.31,0.599333,0.0,0.0,0.0,-3.316,15.1667,70.0293
1915,16.67,13.0,213.195,60.28,11.622,0.0,0.65,0.191333,0.0,0.0,0.0,-3.25067,15.0233,70.3147
1930,16.5313,13.0,213.963,60.9573,11.6867,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,14.878,70.2453
1945,16.4187,13.0,214.965,60.952,11.6053,0.0,0.65,0.072,0.0,0.0,0.0,-3.57733,14.748,70.464
2000,16.2967,13.0,215.157,60.6987,11.6053,0.0,0.65,0.124,0.0,0.0,0.0,-3.316,14.604,70.536
2015,16.2027,12.8667,214.603,59.9173,11.524,0.0,0.65,0.542667,0.0,0.0,0.0,-3.25067,14.462,70.808
2030,16.0707,12.0,216.576,59.808,11.7033,0.0,0.65,0.474667,0.0,0.0,0.0,-3.316,14.2833,71.0907
2045,15.904,11.4667,216.203,59.9333,11.7033,0.0,0.65,0.191333,0.0,0.0,0.0,-3.316,14.0853,71.1547
2100,15.7933,10.4667,216.171,59.1147,11.524,0.0,0.65,0.088,0.0,0.0,0.0,-3.316,13.92,70.9173
2115,15.68,10.0,215.488,59.7093,11.524,0.0,0.65,0.124667,0.0,0.0,0.0,-3.18533,13.792,71.1067
2130,15.572,10.0,215.093,60.1227,11.6053,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,13.6633,71.3653
2145,15.4493,10.0,215.915,59.8587,11.7847,0.0,0.65,0.072,0.0,0.0,0.0,-3.316,13.5367,71.2267
2200,15.3173,10.0,214.827,57.9893,11.5407,0.0,0.65,0.0953333,0.0,0.0,0.0,-3.25067,13.368,70.1733
2215,15.1853,10.0,213.045,55.336,11.6867,0.0,0.65,0.0413333,0.0,0.0,0.0,-3.18533,13.152,68.5253
2230,15.016,9.86667,212.064,54.496,11.7847,0.0,0.65,0.0493333,0.0,0.0,0.0,-3.25067,12.9273,67.68
2245,14.83,9.33333,212.384,54.3093,11.524,0.0,0.65,0.106667,0.0,0.0,0.0,-3.12,12.696,67.1653
2300,14.7013,9.0,211.819,53.712,11.524,0.0,0.65,0.351333,0.0,0.0,0.0,-3.25067,12.4913,66.9973
2315,14.56,9.0,211.659,53.1627,11.5407,0.0,0.65,0.71,0.0,0.0,0.0,-3.12,12.3153,67.016
2330,14.4327,8.66667,210.176,52.1947,11.524,0.0,0.65,0.731333,0.0,0.0,0.0,-3.316,12.1487,66.4853
2345,14.3,8.0,209.664,51.8667,11.5073,0.0,0.65,0.536,0.0,0.0,0.0,-3.18533,12.0067,66.2267
0,14.1747,8.0,208.864,51.208,11.622,0.0,0.65,0.684,0.0,0.0,0.0,-3.25067,11.8573,65.8187
15,14.088,8.0,207.392,50.8853,11.4427,0.0,0.65,1.07,0.0,0.0,0.0,-3.12,11.7293,65.4987
30,13.968,8.0,207.115,50.648,11.6053,0.0,0.65,0.966,0.0,0.0,0.0,-3.18533,11.6067,65.2667
45,13.8427,7.06667,206.357,50.4907,11.6053,0.0,0.65,1.18467,0.0,0.0,0.0,-3.18533,11.516,64.9093
100,13.7387,7.0,206.667,50.3467,11.524,0.0,0.65,0.774,0.0,0.0,0.0,-3.25067,11.4167,64.712
115,13.6367,7.0,206.72,50.304,11.8827,0.0,0.65,0.916667,0.0,0.0,0.0,-3.10733,11.3233,64.7627
130,13.5313,7.13333,205.835,50.272,11.426,0.0,0.65,0.370667,0.0,0.0,0.0,-3.12,11.252,64.7253
145,13.41,7.86667,206.005,50.1707,11.6053,0.0,0.65,0.503333,0.0,0.0,0.0,-3.042,11.138,64.072
200,13.3213,7.8,205.813,50.056,11.524,0.0,0.65,0.392,0.0,0.0,0.0,-3.12,11.0227,63.9387
215,13.2293,7.0,205.365,50.016,11.524,0.0,0.65,0.153333,0.0,0.0,0.0,-3.12,10.9367,63.6
230,13.0987,7.0,205.216,50.0667,11.6053,0.0,0.65,0.864667,0.0,0.0,0.0,-3.18533,10.8247,63.488
245,12.9807,7.0,205.493,50.0933,11.524,0.0,0.65,0.835333,0.0,0.0,0.0,-3.042,10.714,63.4267
300,12.8913,7.0,205.067,50.064,11.4427,0.0,0.65,1.10733,0.0,0.0,0.0,-3.12,10.6267,63.528
315,12.7967,7.0,205.621,50.0907,11.6867,0.0,0.65,0.872,0.0,0.0,0.0,-3.18533,10.548,63.6773
330,12.6987,7.0,205.269,50.056,11.524,0.0,0.65,0.682,0.0,0.0,0.0,-3.042,10.4533,63.5627
345,12.5933,7.0,205.184,50.0747,11.328,0.0,0.65,0.687333,0.0,0.0,0.0,-3.042,10.3627,63.5547
400,12.4707,7.0,204.736,50.1147,11.524,0.0,0.65,0.184,0.0,0.0,0.0,-3.12,10.2433,63.352
415,12.346,5.66667,205.323,50.288,11.524,0.0,0.65,0.546667,0.0,0.0,0.0,-3.18533,10.1113,63.5227
430,12.226,5.0,205.387,50.3147,11.5073,0.0,0.65,0.46,0.0,0.0,0.0,-3.12,10.0053,63.7573
445,12.1113,5.0,204.853,50.2533,11.6053,0.0,0.65,1.08333,0.0,0.0,0.0,-3.18533,9.9,63.768
500,12.0313,5.0,205.707,50.44,11.3613,0.0,0.65,0.233333,0.0,0.0,0.0,-3.12,9.82,63.8853
515,11.9387,5.0,204.875,50.272,11.6053,0.0,0.65,0.406667,0.0,0.0,0.0,-3.042,9.72267,63.9227
530,11.8413,5.0,205.067,50.3787,11.622,0.0,1.178,0.248667,0.0,0.0,0.0,-3.042,9.626,63.96
545,11.7133,5.0,205.899,50.3467,11.5073,0.0,21.952,0.681333,0.0,0.0,0.0,-3.042,9.49333,64.064
600,11.5907,5.0,205.717,50.3627,11.4427,0.0,325.707,0.614667,0.0,0.0,0.0,-3.02933,9.38667,64.0933
615,11.5253,5.0,205.696,50.424,11.6867,0.0,611.2,0.524,0.0,845.824,143.36,2.746,9.30667,63.9813
630,11.4367,5.0,206.197,50.312,18.6613,0.0,611.712,0.48,3956.74,19908.6,4544.51,26.6073,9.24267,64.0133
645,11.3867,5.0,206.048,50.5253,21.148,0.0,613.803,0.376667,8314.88,50473.6,12907.2,72.96,9.22333,64.208
700,11.352,5.33333,206.133,50.04,21.3107,0.0,615.445,0.324,10163.9,60153.9,20272.5,118.917,9.27333,64.1813
715,11.3553,6.0,206.091,49.8773,21.2467,0.0,616.555,0.454,11401.9,66505.4,28532.7,168.251,9.37667,63.8107
730,11.39,6.13333,206.325,49.7867,21.1473,0.0,617.408,0.910667,12419.1,71434.2,37079.7,220.661,9.53,63.5387
745,11.4333,7.0,206.965,49.6693,21.23,0.0,618.048,0.947333,13444.4,75270.8,45305.9,273.152,9.74333,62.9573
800,11.536,7.0,206.219,49.664,21.4093,0.0,618.773,1.016,14627.5,77466.3,53054.1,323.989,9.99467,62.4107
815,11.6187,7.73333,206.485,49.6533,29.8893,0.0,619.2,1.33267,15358.0,78637.7,60263.1,374.613,10.314,61.952
830,11.784,8.0,206.272,49.5813,33.3067,0.0,619.712,1.71867,16104.1,79691.8,66898.6,423.701,10.6873,61.488
845,11.986,9.46667,206.485,49.464,41.5787,0.0,620.096,2.08933,17401.2,79861.1,73067.2,474.155,11.106,61.0347
900,12.2573,10.0,207.232,49.3947,44.16,0.0,620.48,2.37067,17063.9,82001.9,78929.9,520.491,11.4973,60.6907
915,12.492,10.0,207.851,49.352,51.816,0.0,620.608,1.94467,15546.4,81881.8,83886.1,564.267,11.9467,60.3893
930,12.7267,11.0667,207.712,49.2453,51.7387,0.0,621.419,1.15733,14168.1,78749.7,88435.4,601.408,12.466,60.2347
945,12.9873,12.0,208.181,49.0293,51.9973,0.0,621.845,1.25,12957.7,74926.8,93148.5,639.915,12.974,59.9653
1000,13.272,12.4,208.245,48.88,77.5627,0.0,623.125,1.41867,12060.7,68750.0,95436.8,679.552,13.498,59.2053
1015,13.5747,15.0,208.459,48.784,81.7413,0.0,623.595,1.91933,10914.5,59471.2,95436.8,712.661,14.0307,58.3707
1030,13.9113,15.0,208.587,48.632,81.904,0.0,623.509,1.794,10121.2,47777.1,95447.7,740.48,14.542,57.4693
1045,14.224,15.0,208.469,48.408,81.7627,0.0,623.68,1.30267,9540.61,34930.7,95475.0,763.861,15.0487,56.3653
1100,14.556,15.3333,208.779,48.1413,81.7253,0.0,623.979,0.979333,9010.18,24479.1,95518.7,782.592,15.4927,55.6133
1115,14.8713,16.0,208.757,47.9093,82.0027,0.0,624.235,0.817333,8537.09,18253.1,95518.7,799.744,15.9693,54.824
1130,15.2013,16.0,209.365,47.944,81.5627,0.0,623.467,1.96733,8343.55,14979.1,95475.0,800.939,16.3547,55.0293
1145,15.4987,16.0,210.421,48.1013,82.024,0.0,622.144,2.18067,8709.12,12757.0,95354.9,817.493,16.5893,55.384
1200,15.824,16.3333,211.541,48.096,83.2107,0.0,621.76,2.36533,10263.2,10471.1,95234.7,825.472,16.8667,55.2133
1215,16.1253,17.0,212.619,48.1547,81.504,0.0,621.76,2.51733,13344.1,9425.92,95191.0,828.544,17.124,55.24
1230,16.514,17.0,227.52,47.7147,81.6427,0.0,621.632,2.40533,18311.9,9562.11,95191.0,825.045,17.686,53.2427
1245,16.8833,17.1333,249.227,47.2613,81.8427,0.0,621.248,2.20067,25724.2,8938.5,95207.4,816.0,17.7473,53.5867
1300,17.1273,18.0,237.291,47.1547,81.664,0.0,620.437,2.71867,36110.3,8386.56,93055.7,802.859,17.9833,54.008
1315,17.3587,18.0,229.803,46.776,81.6827,0.0,620.48,2.59133,48231.8,8279.04,89079.8,785.195,18.2267,53.768
1330,17.532,18.0,222.763,47.016,81.5013,0.0,620.139,2.60333,61472.8,8429.57,84757.2,768.256,18.4747,52.768
1345,17.7387,17.4667,217.099,45.5147,81.424,0.0,619.84,2.44,72182.4,8508.42,80420.9,749.141,18.7253,52.264
1400,17.9513,16.6667,214.539,45.472,73.4027,0.0,619.499,3.05933,80085.0,8494.08,75328.2,723.797,18.9593,51.6373
1415,18.118,16.0,214.336,46.3253,51.8187,0.0,619.2,2.91667,87463.3,8572.93,69577.4,694.741,19.1147,51.4213
1430,18.2747,16.0,212.309,45.968,51.3093,0.0,619.243,2.53867,90385.1,8680.45,63354.2,658.731,19.3,50.68
1445,18.4247,16.0,212.139,45.272,51.3387,0.0,619.115,2.43533,91701.2,8823.81,56647.7,622.485,19.444,49.464
1500,18.5727,16.0,210.581,43.7413,41.516,0.0,618.987,2.28933,91876.0,8694.78,49375.9,584.939,19.4587,48.3067
1515,18.668,16.0,211.328,43.7093,41.276,0.0,618.603,2.82933,89030.7,8193.02,41563.5,543.296,19.4053,46.856
1530,18.7747,16.0,214.4,43.2933,35.9227,0.0,618.219,2.80733,88484.5,7655.42,33475.2,499.328,19.2973,45.912
1545,18.8367,16.0,216.096,41.7653,27.2047,0.0,617.92,2.324,90101.1,7361.54,26148.9,453.205,19.144,45.1467
1600,18.8973,16.0,232.096,41.8013,20.9853,0.0,617.877,2.88067,87930.2,7139.33,19993.9,405.163,19.3073,41.2667
1615,18.924,16.0,241.344,43.632,21.1827,0.0,617.451,2.558,87689.9,6995.97,15587.3,357.995,19.034,47.448
1630,18.9353,16.0,239.307,46.3947,21.3447,0.0,617.28,2.76933,81442.1,6845.44,12505.1,305.856,18.6013,50.832
1645,18.9233,16.0,235.659,46.7653,20.904,0.0,616.64,2.73533,74582.7,6601.73,10156.4,257.728,18.2233,49.9627
1700,18.9033,15.2667,230.592,45.688,21.2473,0.0,616.512,2.358,68845.6,6207.49,8601.6,205.984,17.8393,47.9307
1715,18.83,15.0,224.704,45.4773,21.066,0.0,616.0,2.408,61475.5,5440.51,7390.21,153.856,17.5413,50.6347
1730,18.782,15.0,222.581,46.584,20.986,0.0,615.552,1.79133,19902.5,3204.1,3627.01,62.112,17.38,52.9227
1745,18.7113,15.0,220.0,47.5733,21.0193,0.0,614.272,1.608,2351.1,1913.86,1705.98,22.74,17.2087,54.8853
1800,18.658,15.0,216.928,48.4133,15.8313,0.0,613.803,1.11933,1662.98,1068.03,939.008,12.2233,17.0447,55.9013
1815,18.59,15.0,215.723,49.136,11.6053,0.0,613.76,0.929333,293.888,0.0,0.0,1.92533,16.8767,56.8613
1830,18.5233,14.6667,214.965,49.8427,11.6867,0.0,309.501,1.10333,0.0,0.0,0.0,-3.512,16.688,57.952
1845,18.438,14.0,213.323,50.488,11.622,0.0,14.0473,0.889333,0.0,0.0,0.0,-3.38133,16.4927,58.6133
1900,18.3633,14.0,213.419,51.1067,11.524,0.0,1.002,0.362,0.0,0.0,0.0,-3.44667,16.28,59.6907
1915,18.2787,14.0,214.059,51.5627,11.866,0.0,0.65,0.228667,0.0,0.0,0.0,-3.44667,16.1027,60.1413
1930,18.19,14.0,213.333,51.8613,11.28,0.0,0.65,0.454,0.0,0.0,0.0,-3.57733,15.95,60.584
1945,18.1127,13.4667,213.323,52.0667,11.7033,0.0,0.694,0.52,0.0,0.0,0.0,-3.64267,15.7533,61.2827
2000,18.0147,13.0,213.728,52.1147,11.524,0.0,0.65,0.778667,0.0,0.0,0.0,-3.44667,15.58,61.0187
2015,17.9193,13.0,213.611,51.76,11.524,0.0,0.65,0.378667,0.0,0.0,0.0,-3.316,15.3973,59.744
2030,17.8267,13.0,214.496,51.5253,11.6867,0.0,0.65,0.430667,0.0,0.0,0.0,-3.44667,15.2293,59.4507
2045,17.7527,13.0,215.072,51.1467,11.622,0.0,0.65,0.612,0.0,0.0,0.0,-3.512,15.0167,59.08
2100,17.65,12.8667,215.915,50.8373,11.4427,0.0,0.65,0.518,0.0,0.0,0.0,-3.316,14.8367,58.632
2115,17.54,12.2,215.36,50.4373,11.7847,0.0,0.65,0.122,0.0,0.0,0.0,-3.316,14.6527,58.0107
2130,17.4687,12.0,215.605,50.1707,11.3447,0.0,0.65,0.148,0.0,0.0,0.0,-3.18533,14.4827,57.9173
2145,17.3727,11.0667,215.787,49.8213,11.7847,0.0,0.65,0.516667,0.0,0.0,0.0,-3.316,14.312,57.8587
2200,17.272,11.0,215.68,49.4373,11.6053,0.0,0.65,0.866667,0.0,0.0,0.0,-3.38133,14.1233,57.688
2215,17.16,11.0,216.341,49.224,11.6867,0.0,0.65,0.866667,0.0,0.0,0.0,-3.316,13.942,57.7973
2230,17.0427,10.4667,216.907,49.296,11.524,0.0,0.65,0.368667,0.0,0.0,0.0,-3.25067,13.7627,58.6347
2245,16.9413,10.0,215.872,49.3867,11.866,0.0,0.65,0.170667,0.0,0.0,0.0,-3.38133,13.618,59.5467
2300,16.8607,9.86667,216.267,49.6693,11.67,0.0,0.65,0.142,0.0,0.0,0.0,-2.964,13.476,60.3253
2315,16.77,9.0,216.523,49.912,11.866,0.0,0.65,0.096,0.0,0.0,0.0,-3.18533,13.34,60.7547
2330,16.666,9.0,215.563,50.032,11.5407,0.0,0.65,0.248667,0.0,0.0,0.0,-3.25067,13.2133,61.3707
2345,16.556,9.0,215.552,50.112,11.6053,0.0,0.65,0.275333,0.0,0.0,0.0,-3.316,13.0907,62.3227
0,16.4493,9.0,215.477,49.9467,11.4427,0.0,0.65,0.287333,0.0,0.0,0.0,-3.18533,12.9607,62.72
15,16.3387,9.0,215.499,49.8187,11.6053,0.0,0.65,0.334,0.0,0.0,0.0,-3.316,12.8107,63.0827
30,16.2393,8.66667,215.125,50.048,11.6867,0.0,0.65,0.08,0.0,0.0,0.0,-3.25067,12.69,62.6267
45,16.1327,8.2,215.157,49.8133,11.622,0.0,0.65,0.245333,0.0,0.0,0.0,-3.10733,12.5407,62.6187
100,16.028,8.0,214.955,49.4587,11.6867,0.0,0.65,0.419333,0.0,0.0,0.0,-3.12,12.3867,62.6853
115,15.9193,8.0,213.941,49.3707,11.6867,0.0,0.65,0.3,0.0,0.0,0.0,-3.18533,12.2447,62.352
130,15.8133,8.0,213.387,49.704,11.524,0.0,0.65,0.0546667,0.0,0.0,0.0,-3.18533,12.1133,62.0053
145,15.7193,8.0,213.237,49.472,11.6053,0.0,0.65,0.0933333,0.0,0.0,0.0,-3.18533,11.9807,61.96
200,15.61,8.0,212.192,49.4373,11.6053,0.0,0.65,0.0,0.0,0.0,0.0,-3.17267,11.8607,61.936
215,15.5127,8.0,211.189,49.2853,11.524,0.0,0.65,0.104,0.0,0.0,0.0,-3.25067,11.718,61.904
230,15.4147,7.66667,212.075,49.3333,11.524,0.0,0.65,0.0493333,0.0,0.0,0.0,-3.10733,11.59,62.032
245,15.318,7.0,210.827,49.2267,11.7033,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,11.4713,62.0613
300,15.218,7.0,210.112,49.2133,11.6053,0.0,0.65,0.0,0.0,0.0,0.0,-3.25067,11.3627,62.1653
315,15.1233,7.0,210.528,49.3093,11.6867,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,11.2193,62.4693
330,15.0247,7.0,210.571,49.3067,11.426,0.0,0.65,0.0773333,0.0,0.0,0.0,-3.12,11.106,62.4773
345,14.9093,7.0,210.165,49.0507,11.524,0.0,0.65,0.273333,0.0,0.0,0.0,-3.12,11.016,62.7467
400,14.8033,6.53333,210.741,48.5387,11.7033,0.0,0.65,0.474,0.0,0.0,0.0,-3.12,10.9633,63.3573
415,14.7087,6.0,209.632,48.6507,11.6867,0.0,0.65,0.632,0.0,0.0,0.0,-3.18533,10.886,63.272
430,14.6333,6.0,209.504,49.0533,11.6053,0.0,0.65,0.118667,0.0,0.0,0.0,-3.10733,10.8067,62.8827
445,14.5307,6.0,209.632,48.8347,11.622,0.0,0.65,0.29,0.0,0.0,0.0,-2.964,10.6967,63.5653
500,14.4327,6.0,208.96,48.864,11.6053,0.0,0.65,0.246667,0.0,0.0,0.0,-3.17267,10.6067,63.6187
515,14.334,6.0,208.683,48.5147,11.5887,0.0,0.65,0.585333,0.0,0.0,0.0,-3.042,10.5633,63.832
530,14.2293,6.0,209.216,48.9707,11.622,0.0,1.75,0.246,0.0,0.0,0.0,-3.12,10.4827,63.896
545,14.154,6.0,208.661,49.1013,11.6053,0.0,38.8153,0.194,0.0,0.0,0.0,-3.12,10.4133,63.6347
600,14.0913,6.0,208.533,49.0667,11.622,0.0,415.125,0.072,0.0,0.0,0.0,-2.67733,10.348,63.9547
615,14.0033,6.0,208.597,49.2187,11.524,0.0,611.456,0.0726667,0.0,1182.72,236.544,3.90333,10.2773,63.9333
630,13.916,6.13333,209.045,48.5013,19.946,0.0,612.309,0.659333,4085.76,21963.8,4967.42,31.5687,10.238,64.6213
645,13.8427,7.0,208.555,49.456,21.3907,0.0,613.888,0.284667,7598.08,44078.4,11746.0,73.056,10.216,64.3973
700,13.81,6.46667,208.853,49.4853,21.0507,0.0,615.637,0.0386667,10027.3,55645.5,19127.0,122.208,10.254,64.1813
715,13.7767,6.0,209.429,49.744,20.9047,0.0,616.853,0.0,11545.3,63701.0,27516.9,183.92,10.354,63.848
730,13.77,6.0,209.547,49.8693,21.1653,0.0,617.707,0.0833333,11315.5,62200.5,31568.6,209.947,10.5533,63.0
745,13.7867,7.46667,209.707,49.9333,21.1647,0.0,618.091,0.036,12455.6,66767.5,39150.9,259.776,10.786,61.9093
800,13.8347,8.0,209.877,49.9493,21.3107,0.0,619.285,0.0,13452.6,68769.1,45629.4,299.477,11.0813,61.1627
815,13.8993,8.73333,209.973,49.8,27.952,0.0,620.352,0.0,15307.4,74014.7,55844.9,365.461,11.4247,60.7573
830,13.996,9.06667,210.08,49.7733,35.956,0.0,621.504,0.0,17444.9,78361.9,65912.8,444.267,11.8167,60.5893
845,14.118,9.86667,211.68,49.6667,27.77,0.0,621.205,0.0646667,12026.5,50390.4,46237.0,339.275,12.2353,60.5333
900,14.218,12.2,211.701,49.6747,31.6453,0.0,620.267,0.036,12362.4,56597.2,52345.5,377.483,12.5967,60.6027
915,14.3913,13.0,211.829,49.2453,51.736,0.0,622.101,0.0413333,16419.5,83877.9,82780.2,571.392,12.9733,60.688
930,14.62,13.0,211.968,48.7387,51.56,0.0,622.869,0.395333,14613.2,79866.5,86944.4,598.677,13.422,60.9813
945,14.8507,13.0,212.608,48.184,51.8987,0.0,623.04,0.461333,13387.8,75085.1,91772.2,635.883,13.9173,60.7813
1000,15.126,14.0667,212.245,47.8213,59.8187,0.0,623.168,0.948667,12520.1,67089.7,94426.5,664.661,14.436,60.792
1015,15.4033,15.0,212.395,47.88,78.6853,0.0,623.168,0.822667,11429.9,57363.1,94639.4,693.077,14.96,60.5093
1030,15.7153,15.0,214.347,47.8827,81.664,0.0,623.552,1.13067,11014.5,47185.9,95311.2,724.949,15.4513,59.712
1045,16.0,15.9333,217.237,47.96,81.9227,0.0,622.827,1.61533,10577.2,35467.3,95005.4,746.624,15.8667,58.9787
1100,16.2833,16.0,217.611,47.68,81.824,0.0,622.272,1.43133,10006.5,25710.6,94786.9,755.584,16.2513,58.512
1115,16.5633,16.0,218.933,47.6693,81.8213,0.0,622.4,2.05133,9870.34,19701.8,95354.9,791.637,16.6393,58.24
1130,16.8567,16.0,219.723,47.6853,81.4027,0.0,622.528,1.76333,9999.36,16319.1,95376.7,809.685,17.006,57.7467
1145,17.114,16.0,220.469,47.76,84.2493,0.0,621.973,2.354,10442.1,13968.0,88511.8,792.256,17.328,57.2613
1200,17.388,16.0,221.28,47.8827,89.1147,0.0,621.205,1.97133,11316.9,12154.2,90843.8,781.845,17.6527,56.9227
1215,17.6527,16.0,221.333,47.8933,85.168,0.0,621.803,2.17467,15172.9,10756.8,95202.0,825.6,18.0187,56.624
1230,17.9053,16.0,221.472,47.9653,81.264,0.0,621.547,2.56867,21505.4,10857.1,94519.3,821.717,18.398,56.5307
1245,18.1547,16.7333,220.907,48.0907,81.4827,0.0,620.565,2.64333,30068.7,10979.0,85579.1,783.317,18.768,56.5893
1300,18.3787,17.7333,221.472,48.2693,65.432,0.0,620.053,2.81,33423.4,11890.0,72370.9,683.136,19.0667,57.088
1315,18.576,17.6667,221.397,48.5173,70.7307,0.0,619.84,2.17667,44008.8,11759.6,76622.5,709.739,19.186,57.2533
1330,18.7733,17.0,220.683,48.6827,75.4027,0.0,619.925,2.86467,62113.1,12461.4,81750.7,767.125,19.378,57.4533
1345,18.9967,17.0,220.576,48.816,77.0987,0.0,619.84,2.70067,72837.8,12799.3,77862.2,757.547,19.642,57.208
1400,19.178,17.0,220.501,49.0773,51.9387,0.0,619.413,2.53467,63856.6,12118.4,60166.1,600.469,19.938,56.7973
1415,19.3607,17.0,219.648,49.4453,59.0693,0.0,619.2,2.76267,81657.9,14333.3,67979.9,697.301,20.0167,56.6693
1430,19.544,16.6667,219.413,49.752,50.5387,0.0,619.2,2.27467,77286.1,14512.1,56901.6,632.64,20.154,57.08
1445,19.7073,16.0,218.944,50.0293,50.376,0.0,619.2,2.584,83296.3,15014.6,54659.8,630.016,20.3333,56.936
1500,19.87,16.0,219.445,50.3067,43.8,0.0,619.115,2.64067,81748.0,13473.1,46598.8,579.605,20.3873,56.848
1515,19.9947,16.0,217.664,50.8213,36.1213,0.0,618.432,2.35333,72592.0,11287.2,36902.2,478.784,20.3113,57.0827
1530,20.0873,16.0,216.299,51.08,30.2933,0.0,618.219,2.72733,68579.3,9489.41,29711.0,417.461,20.186,57.4373
1545,20.1553,16.0,214.581,51.3653,22.3213,0.0,617.536,2.346,61745.8,8558.59,23050.9,362.048,19.9567,58.104
1600,20.2033,16.0,213.12,51.512,22.824,0.0,617.408,1.86933,58096.3,8716.29,19067.6,325.781,19.7467,58.8267
1615,20.2367,16.0,211.701,51.7867,21.0033,0.0,616.768,1.986,32154.3,7354.37,11904.3,206.539,19.4633,59.6
1630,20.24,15.8667,210.293,52.1493,20.9027,0.0,616.683,1.91133,47031.6,10370.7,14777.0,281.12,19.2573,60.568
1645,20.2367,15.0667,210.475,52.5387,20.742,0.0,616.64,1.93067,35448.1,8551.42,10485.1,193.579,19.042,61.3573
1700,20.21,15.0,210.677,52.9013,20.742,0.0,615.872,1.77867,11009.7,4974.59,5992.45,91.9733,18.8587,61.6987
1715,20.1587,15.0,209.803,53.168,20.6593,0.0,614.912,1.52933,4852.74,3390.46,3777.54,52.8693,18.62,62.8427
1730,20.1027,15.0,209.696,53.7013,21.0027,0.0,614.4,1.46733,5289.98,2609.15,3118.08,44.312,18.3827,64.3387
1745,20.0467,15.0,208.885,54.3147,19.6207,0.0,614.4,1.49333,2480.13,1777.66,2042.88,27.9493,18.166,65.4107
1800,19.964,14.2667,208.885,54.6267,11.4427,0.0,613.973,0.939333,903.168,401.408,573.44,11.7927,17.98,65.8347
1815,19.89,14.0,209.792,54.832,11.6867,0.0,480.651,0.891333,0.0,0.0,0.0,-0.416,17.8167,66.2533
1830,19.8253,14.0,209.504,54.92,11.6053,0.0,87.0187,0.688,0.0,0.0,0.0,-3.64267,17.6247,65.9333
1845,19.734,14.0,209.109,54.984,11.5073,0.0,6.97933,0.575333,0.0,0.0,0.0,-3.512,17.3913,65.5493
1900,19.656,14.0,209.739,55.0453,11.6867,0.0,1.09,0.562667,0.0,0.0,0.0,-3.64267,17.2113,65.9093
1915,19.5793,14.0,210.283,55.1947,11.7847,0.0,0.782,0.300667,0.0,0.0,0.0,-3.64267,17.018,66.704
1930,19.5,14.0,210.357,55.3173,11.524,0.0,0.694,0.0386667,0.0,0.0,0.0,-3.512,16.8673,67.36
1945,19.4047,14.0,210.4,55.4827,11.6053,0.0,0.65,0.391333,0.0,0.0,0.0,-3.64267,16.7107,68.2693
2000,19.3147,13.2667,210.101,55.568,11.524,0.0,0.65,0.262,0.0,0.0,0.0,-3.708,16.5567,68.7227
2015,19.248,13.0,210.72,55.6693,11.524,0.0,0.65,0.374667,0.0,0.0,0.0,-3.708,16.3973,68.9413
