MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,Time
0,2,1,-1,1,1,1,0,-1,-1,1,1,0,1,58.837500000000006
0,2,1,-1,1,1,1,0,-1,-1,1,1,1,0,32.5925
0,2,1,-1,1,1,1,0,-1,-1,1,1,1,1,33.114999999999995
0,2,1,-1,1,1,1,0,-1,0,0,0,0,0,42.76
0,2,1,-1,1,1,1,0,-1,0,0,0,0,1,64.42
0,2,1,-1,1,1,1,0,-1,0,0,0,1,0,30.34
0,2,1,-1,1,1,1,0,-1,0,0,0,1,1,27.8825
0,2,1,-1,1,1,1,0,-1,0,0,1,0,0,40.137499999999996
0,2,1,-1,1,1,1,0,-1,0,0,1,0,1,58.9775
0,2,1,-1,1,1,1,0,-1,0,0,1,1,0,29.0525
0,2,1,-1,1,1,1,0,-1,0,0,1,1,1,23.745
0,2,1,-1,1,1,1,0,-1,0,1,0,0,0,39.605000000000004
0,2,1,-1,1,1,1,0,-1,0,1,0,0,1,72.84750000000001
0,2,1,-1,1,1,1,0,-1,0,1,0,1,0,30.354999999999997
0,2,1,-1,1,1,1,0,-1,0,1,0,1,1,30.25
0,2,1,-1,1,1,1,0,-1,0,1,1,0,0,41.2375
0,2,1,-1,1,1,1,0,-1,0,1,1,0,1,59.1875
0,2,1,-1,1,1,1,0,-1,0,1,1,1,0,30.6175
0,2,1,-1,1,1,1,0,-1,0,1,1,1,1,25.2075
0,2,1,-1,1,1,1,0,-1,1,0,0,0,0,38.555
0,2,1,-1,1,1,1,0,-1,1,0,0,0,1,58.575
0,2,1,-1,1,1,1,0,-1,1,0,0,1,0,26.5175
0,2,1,-1,1,1,1,0,-1,1,0,0,1,1,23.715000000000003
0,2,1,-1,1,1,1,0,-1,1,0,1,0,0,38.64
0,2,1,-1,1,1,1,0,-1,1,0,1,0,1,58.455
0,2,1,-1,1,1,1,0,-1,1,0,1,1,0,25.47
0,2,1,-1,1,1,1,0,-1,1,0,1,1,1,23.712500000000002
0,2,1,-1,1,1,1,0,-1,1,1,0,0,0,36.8525
0,2,1,-1,1,1,1,0,-1,1,1,0,0,1,58.26
0,2,1,-1,1,1,1,0,-1,1,1,0,1,0,27.9875
0,2,1,-1,1,1,1,0,-1,1,1,0,1,1,25.1725
0,2,1,-1,1,1,1,0,-1,1,1,1,0,0,36.9075
0,2,1,-1,1,1,1,0,-1,1,1,1,0,1,58.2125
0,2,1,-1,1,1,1,0,-1,1,1,1,1,0,27.485
0,2,1,-1,1,1,1,0,-1,1,1,1,1,1,25.105
0,2,1,-1,1,1,1,1,-1,-1,0,0,0,0,50.7525
0,2,1,-1,1,1,1,1,-1,-1,0,0,0,1,80.77250000000001
0,2,1,-1,1,1,1,1,-1,-1,0,0,1,0,29.747500000000002
0,2,1,-1,1,1,1,1,-1,-1,0,0,1,1,42.6125
0,2,1,-1,1,1,1,1,-1,-1,0,1,0,0,44.6
0,2,1,-1,1,1,1,1,-1,-1,0,1,0,1,57.835
0,2,1,-1,1,1,1,1,-1,-1,0,1,1,0,31.49
0,2,1,-1,1,1,1,1,-1,-1,0,1,1,1,29.410000000000004
0,2,1,-1,1,1,1,1,-1,-1,1,0,0,0,44.262499999999996
0,2,1,-1,1,1,1,1,-1,-1,1,0,0,1,80.34
0,2,1,-1,1,1,1,1,-1,-1,1,0,1,0,31.795
0,2,1,-1,1,1,1,1,-1,-1,1,0,1,1,43.35
0,2,1,-1,1,1,1,1,-1,-1,1,1,0,0,44.1825
0,2,1,-1,1,1,1,1,-1,-1,1,1,0,1,58.230000000000004
0,2,1,-1,1,1,1,1,-1,-1,1,1,1,0,32.3175
0,2,1,-1,1,1,1,1,-1,-1,1,1,1,1,33.1625
0,2,1,-1,1,1,1,1,-1,0,0,0,0,0,42.6125
0,2,1,-1,1,1,1,1,-1,0,0,0,0,1,62.44
0,2,1,-1,1,1,1,1,-1,0,0,0,1,0,23.907500000000002
0,2,1,-1,1,1,1,1,-1,0,0,0,1,1,30.5975
0,2,1,-1,1,1,1,1,-1,0,0,1,0,0,39.1025
0,2,1,-1,1,1,1,1,-1,0,0,1,0,1,56.57
0,2,1,-1,1,1,1,1,-1,0,0,1,1,0,24.265
0,2,1,-1,1,1,1,1,-1,0,0,1,1,1,25.0275
0,2,1,-1,1,1,1,1,-1,0,1,0,0,0,36.980000000000004
0,2,1,-1,1,1,1,1,-1,0,1,0,0,1,74.285
0,2,1,-1,1,1,1,1,-1,0,1,0,1,0,28.305
0,2,1,-1,1,1,1,1,-1,0,1,0,1,1,32.9775
0,2,1,-1,1,1,1,1,-1,0,1,1,0,0,37.38249999999999
0,2,1,-1,1,1,1,1,-1,0,1,1,0,1,68.1575
0,2,1,-1,1,1,1,1,-1,0,1,1,1,0,29.7125
0,2,1,-1,1,1,1,1,-1,0,1,1,1,1,27.53
0,2,1,-1,1,1,1,1,-1,1,0,0,0,0,38.575
0,2,1,-1,1,1,1,1,-1,1,0,0,0,1,62.95
0,2,1,-1,1,1,1,1,-1,1,0,0,1,0,24.520000000000003
0,2,1,-1,1,1,1,1,-1,1,0,0,1,1,23.575
0,2,1,-1,1,1,1,1,-1,1,0,1,0,0,38.595
0,2,1,-1,1,1,1,1,-1,1,0,1,0,1,62.9325
0,2,1,-1,1,1,1,1,-1,1,0,1,1,0,24.2975
0,2,1,-1,1,1,1,1,-1,1,0,1,1,1,23.634999999999998
0,2,1,-1,1,1,1,1,-1,1,1,0,0,0,35.107499999999995
0,2,1,-1,1,1,1,1,-1,1,1,0,0,1,74.535
0,2,1,-1,1,1,1,1,-1,1,1,0,1,0,27.92
0,2,1,-1,1,1,1,1,-1,1,1,0,1,1,25.380000000000003
0,2,1,-1,1,1,1,1,-1,1,1,1,0,0,35.095
0,2,1,-1,1,1,1,1,-1,1,1,1,0,1,74.6225
0,2,1,-1,1,1,1,1,-1,1,1,1,1,0,27.25
0,2,1,-1,1,1,1,1,-1,1,1,1,1,1,25.3875
0,2,1,0,-1,-1,-1,0,-1,-1,0,0,0,0,50.072500000000005
0,2,1,0,-1,-1,-1,0,-1,-1,0,0,0,1,105.19749999999999
0,2,1,0,-1,-1,-1,0,-1,-1,0,0,1,0,49.3275
0,2,1,0,-1,-1,-1,0,-1,-1,0,0,1,1,78.3775
0,2,1,0,-1,-1,-1,0,-1,-1,0,1,0,0,53.235
0,2,1,0,-1,-1,-1,0,-1,-1,0,1,0,1,90.6725
0,2,1,0,-1,-1,-1,0,-1,-1,0,1,1,0,56.025000000000006
0,2,1,0,-1,-1,-1,0,-1,-1,0,1,1,1,61.285000000000004
0,2,1,0,-1,-1,-1,0,-1,-1,1,0,0,0,49.465
0,2,1,0,-1,-1,-1,0,-1,-1,1,0,0,1,105.5225
0,2,1,0,-1,-1,-1,0,-1,-1,1,0,1,0,47.555
0,2,1,0,-1,-1,-1,0,-1,-1,1,0,1,1,76.3525
0,2,1,0,-1,-1,-1,0,-1,-1,1,1,0,0,51.2425
0,2,1,0,-1,-1,-1,0,-1,-1,1,1,0,1,87.305
0,2,1,0,-1,-1,-1,0,-1,-1,1,1,1,0,56.605
0,2,1,0,-1,-1,-1,0,-1,-1,1,1,1,1,55.635000000000005
0,2,1,0,-1,-1,-1,0,-1,0,0,0,0,0,42.305
0,2,1,0,-1,-1,-1,0,-1,0,0,0,0,1,91.27
0,2,1,0,-1,-1,-1,0,-1,0,0,0,1,0,39.8275
0,2,1,0,-1,-1,-1,0,-1,0,0,0,1,1,55.23
0,2,1,0,-1,-1,-1,0,-1,0,0,1,0,0,48.5475
0,2,1,0,-1,-1,-1,0,-1,0,0,1,0,1,74.26
0,2,1,0,-1,-1,-1,0,-1,0,0,1,1,0,45.2075
0,2,1,0,-1,-1,-1,0,-1,0,0,1,1,1,39.6625
0,2,1,0,-1,-1,-1,0,-1,0,1,0,0,0,42.97
0,2,1,0,-1,-1,-1,0,-1,0,1,0,0,1,94.11749999999999
0,2,1,0,-1,-1,-1,0,-1,0,1,0,1,0,39.92
0,2,1,0,-1,-1,-1,0,-1,0,1,0,1,1,56.885000000000005
0,2,1,0,-1,-1,-1,0,-1,0,1,1,0,0,48.42
0,2,1,0,-1,-1,-1,0,-1,0,1,1,0,1,75.83000000000001
0,2,1,0,-1,-1,-1,0,-1,0,1,1,1,0,43.2975
0,2,1,0,-1,-1,-1,0,-1,0,1,1,1,1,44.0925
0,2,1,0,-1,-1,-1,0,-1,1,0,0,0,0,48.504999999999995
0,2,1,0,-1,-1,-1,0,-1,1,0,0,0,1,82.8275
0,2,1,0,-1,-1,-1,0,-1,1,0,0,1,0,39.4825
0,2,1,0,-1,-1,-1,0,-1,1,0,0,1,1,56.69
0,2,1,0,-1,-1,-1,0,-1,1,0,1,0,0,48.207499999999996
0,2,1,0,-1,-1,-1,0,-1,1,0,1,0,1,68.16499999999999
0,2,1,0,-1,-1,-1,0,-1,1,0,1,1,0,39.572500000000005
0,2,1,0,-1,-1,-1,0,-1,1,0,1,1,1,38.5
0,2,1,0,-1,-1,-1,0,-1,1,1,0,0,0,48.080000000000005
0,2,1,0,-1,-1,-1,0,-1,1,1,0,0,1,79.2475
0,2,1,0,-1,-1,-1,0,-1,1,1,0,1,0,43.1925
0,2,1,0,-1,-1,-1,0,-1,1,1,0,1,1,52.220000000000006
0,2,1,0,-1,-1,-1,0,-1,1,1,1,0,0,51.8
0,2,1,0,-1,-1,-1,0,-1,1,1,1,0,1,72.8175
0,2,1,0,-1,-1,-1,0,-1,1,1,1,1,0,40.995000000000005
0,2,1,0,-1,-1,-1,0,-1,1,1,1,1,1,39.415000000000006
0,2,1,0,-1,-1,-1,0,-1,2,0,0,0,0,47.47
0,2,1,0,-1,-1,-1,0,-1,2,0,0,0,1,80.42500000000001
0,2,1,0,-1,-1,-1,0,-1,2,0,0,1,0,40.825
0,2,1,0,-1,-1,-1,0,-1,2,0,0,1,1,52.019999999999996
0,2,1,0,-1,-1,-1,0,-1,2,0,1,0,0,47.785000000000004
0,2,1,0,-1,-1,-1,0,-1,2,0,1,0,1,80.0275
0,2,1,0,-1,-1,-1,0,-1,2,0,1,1,0,40.9525
0,2,1,0,-1,-1,-1,0,-1,2,0,1,1,1,46.56
0,2,1,0,-1,-1,-1,0,-1,2,1,0,0,0,47.93
0,2,1,0,-1,-1,-1,0,-1,2,1,0,0,1,97.07749999999999
0,2,1,0,-1,-1,-1,0,-1,2,1,0,1,0,41.0475
0,2,1,0,-1,-1,-1,0,-1,2,1,0,1,1,53.845
0,2,1,0,-1,-1,-1,0,-1,2,1,1,0,0,48.4275
0,2,1,0,-1,-1,-1,0,-1,2,1,1,0,1,78.1825
0,2,1,0,-1,-1,-1,0,-1,2,1,1,1,0,41.635
0,2,1,0,-1,-1,-1,0,-1,2,1,1,1,1,46.47
0,2,1,0,-1,-1,-1,0,0,-1,0,0,0,0,48.519999999999996
0,2,1,0,-1,-1,-1,0,0,-1,0,0,0,1,100.4975
0,2,1,0,-1,-1,-1,0,0,-1,0,0,1,0,48.435
0,2,1,0,-1,-1,-1,0,0,-1,0,0,1,1,74.12750000000001
0,2,1,0,-1,-1,-1,0,0,-1,0,1,0,0,56.3525
0,2,1,0,-1,-1,-1,0,0,-1,0,1,0,1,84.16250000000001
0,2,1,0,-1,-1,-1,0,0,-1,0,1,1,0,55.2625
0,2,1,0,-1,-1,-1,0,0,-1,0,1,1,1,58.0675
0,2,1,0,-1,-1,-1,0,0,-1,1,0,0,0,48.379999999999995
0,2,1,0,-1,-1,-1,0,0,-1,1,0,0,1,100.6425
0,2,1,0,-1,-1,-1,0,0,-1,1,0,1,0,47.64
0,2,1,0,-1,-1,-1,0,0,-1,1,0,1,1,73.7175
0,2,1,0,-1,-1,-1,0,0,-1,1,1,0,0,56.337500000000006
0,2,1,0,-1,-1,-1,0,0,-1,1,1,0,1,85.4025
0,2,1,0,-1,-1,-1,0,0,-1,1,1,1,0,53.125
0,2,1,0,-1,-1,-1,0,0,-1,1,1,1,1,56.675
0,2,1,0,-1,-1,-1,0,0,0,0,0,0,0,41.975
0,2,1,0,-1,-1,-1,0,0,0,0,0,0,1,82.91250000000001
0,2,1,0,-1,-1,-1,0,0,0,0,0,1,0,37.08749999999999
0,2,1,0,-1,-1,-1,0,0,0,0,0,1,1,55.575
0,2,1,0,-1,-1,-1,0,0,0,0,1,0,0,44.9075
0,2,1,0,-1,-1,-1,0,0,0,0,1,0,1,71.58
0,2,1,0,-1,-1,-1,0,0,0,0,1,1,0,38.432500000000005
0,2,1,0,-1,-1,-1,0,0,0,0,1,1,1,39.13
0,2,1,0,-1,-1,-1,0,0,0,1,0,0,0,41.879999999999995
0,2,1,0,-1,-1,-1,0,0,0,1,0,0,1,83.03750000000001
0,2,1,0,-1,-1,-1,0,0,0,1,0,1,0,36.955
0,2,1,0,-1,-1,-1,0,0,0,1,0,1,1,54.67
0,2,1,0,-1,-1,-1,0,0,0,1,1,0,0,44.879999999999995
0,2,1,0,-1,-1,-1,0,0,0,1,1,0,1,73.4275
0,2,1,0,-1,-1,-1,0,0,0,1,1,1,0,37.98
0,2,1,0,-1,-1,-1,0,0,0,1,1,1,1,39.857499999999995
0,2,1,0,-1,-1,-1,0,0,1,0,0,0,0,44.5875
0,2,1,0,-1,-1,-1,0,0,1,0,0,0,1,75.3025
0,2,1,0,-1,-1,-1,0,0,1,0,0,1,0,43.3875
0,2,1,0,-1,-1,-1,0,0,1,0,0,1,1,46.135000000000005
0,2,1,0,-1,-1,-1,0,0,1,0,1,0,0,44.9675
0,2,1,0,-1,-1,-1,0,0,1,0,1,0,1,63.8625
0,2,1,0,-1,-1,-1,0,0,1,0,1,1,0,41.2825
0,2,1,0,-1,-1,-1,0,0,1,0,1,1,1,33.5775
0,2,1,0,-1,-1,-1,0,0,1,1,0,0,0,44.544999999999995
0,2,1,0,-1,-1,-1,0,0,1,1,0,0,1,75.565
0,2,1,0,-1,-1,-1,0,0,1,1,0,1,0,43.660000000000004
0,2,1,0,-1,-1,-1,0,0,1,1,0,1,1,47.1325
0,2,1,0,-1,-1,-1,0,0,1,1,1,0,0,44.7725
0,2,1,0,-1,-1,-1,0,0,1,1,1,0,1,62.372499999999995
0,2,1,0,-1,-1,-1,0,0,1,1,1,1,0,41.332499999999996
0,2,1,0,-1,-1,-1,0,0,1,1,1,1,1,32.3825
0,2,1,0,-1,-1,-1,0,0,2,0,0,0,0,49.677499999999995
0,2,1,0,-1,-1,-1,0,0,2,0,0,0,1,81.1675
0,2,1,0,-1,-1,-1,0,0,2,0,0,1,0,38.6875
0,2,1,0,-1,-1,-1,0,0,2,0,0,1,1,47.050000000000004
0,2,1,0,-1,-1,-1,0,0,2,0,1,0,0,48.545
0,2,1,0,-1,-1,-1,0,0,2,0,1,0,1,75.0675
0,2,1,0,-1,-1,-1,0,0,2,0,1,1,0,40.335
0,2,1,0,-1,-1,-1,0,0,2,0,1,1,1,41.147499999999994
0,2,1,0,-1,-1,-1,0,0,2,1,0,0,0,49.76
0,2,1,0,-1,-1,-1,0,0,2,1,0,0,1,80.20249999999999
0,2,1,0,-1,-1,-1,0,0,2,1,0,1,0,38.7
0,2,1,0,-1,-1,-1,0,0,2,1,0,1,1,46.6325
0,2,1,0,-1,-1,-1,0,0,2,1,1,0,0,48.36750000000001
0,2,1,0,-1,-1,-1,0,0,2,1,1,0,1,77.34
0,2,1,0,-1,-1,-1,0,0,2,1,1,1,0,40.2525
0,2,1,0,-1,-1,-1,0,0,2,1,1,1,1,40.57
0,2,1,0,-1,-1,-1,1,-1,-1,0,0,0,0,48.9375
0,2,1,0,-1,-1,-1,1,-1,-1,0,0,0,1,98.1175
0,2,1,0,-1,-1,-1,1,-1,-1,0,0,1,0,47.9325
0,2,1,0,-1,-1,-1,1,-1,-1,0,0,1,1,73.1975
0,2,1,0,-1,-1,-1,1,-1,-1,0,1,0,0,56.245
0,2,1,0,-1,-1,-1,1,-1,-1,0,1,0,1,83.88000000000001
0,2,1,0,-1,-1,-1,1,-1,-1,0,1,1,0,57.137499999999996
0,2,1,0,-1,-1,-1,1,-1,-1,0,1,1,1,58.5225
0,2,1,0,-1,-1,-1,1,-1,-1,1,0,0,0,46.559999999999995
0,2,1,0,-1,-1,-1,1,-1,-1,1,0,0,1,106.2175
0,2,1,0,-1,-1,-1,1,-1,-1,1,0,1,0,47.00000000000001
0,2,1,0,-1,-1,-1,1,-1,-1,1,0,1,1,73.5925
0,2,1,0,-1,-1,-1,1,-1,-1,1,1,0,0,57.5225
0,2,1,0,-1,-1,-1,1,-1,-1,1,1,0,1,85.01249999999999
0,2,1,0,-1,-1,-1,1,-1,-1,1,1,1,0,56.965
0,2,1,0,-1,-1,-1,1,-1,-1,1,1,1,1,56.462500000000006
0,2,1,0,-1,-1,-1,1,-1,0,0,0,0,0,39.442499999999995
0,2,1,0,-1,-1,-1,1,-1,0,0,0,0,1,77.595
0,2,1,0,-1,-1,-1,1,-1,0,0,0,1,0,39.7825
0,2,1,0,-1,-1,-1,1,-1,0,0,0,1,1,57.1325
0,2,1,0,-1,-1,-1,1,-1,0,0,1,0,0,43.575
0,2,1,0,-1,-1,-1,1,-1,0,0,1,0,1,73.6
0,2,1,0,-1,-1,-1,1,-1,0,0,1,1,0,45.52
0,2,1,0,-1,-1,-1,1,-1,0,0,1,1,1,40.8225
0,2,1,0,-1,-1,-1,1,-1,0,1,0,0,0,39.99
0,2,1,0,-1,-1,-1,1,-1,0,1,0,0,1,80.1825
0,2,1,0,-1,-1,-1,1,-1,0,1,0,1,0,40.620000000000005
0,2,1,0,-1,-1,-1,1,-1,0,1,0,1,1,56.33749999999999
0,2,1,0,-1,-1,-1,1,-1,0,1,1,0,0,43.790000000000006
0,2,1,0,-1,-1,-1,1,-1,0,1,1,0,1,72.95250000000001
0,2,1,0,-1,-1,-1,1,-1,0,1,1,1,0,44.394999999999996
0,2,1,0,-1,-1,-1,1,-1,0,1,1,1,1,42.435
0,2,1,0,-1,-1,-1,1,-1,1,0,0,0,0,37.9425
0,2,1,0,-1,-1,-1,1,-1,1,0,0,0,1,79.065
0,2,1,0,-1,-1,-1,1,-1,1,0,0,1,0,41.305
0,2,1,0,-1,-1,-1,1,-1,1,0,0,1,1,49.2825
0,2,1,0,-1,-1,-1,1,-1,1,0,1,0,0,38.045
0,2,1,0,-1,-1,-1,1,-1,1,0,1,0,1,65.645
0,2,1,0,-1,-1,-1,1,-1,1,0,1,1,0,41.9775
0,2,1,0,-1,-1,-1,1,-1,1,0,1,1,1,37.8425
0,2,1,0,-1,-1,-1,1,-1,1,1,0,0,0,37.902499999999996
0,2,1,0,-1,-1,-1,1,-1,1,1,0,0,1,79.98499999999999
0,2,1,0,-1,-1,-1,1,-1,1,1,0,1,0,41.29
0,2,1,0,-1,-1,-1,1,-1,1,1,0,1,1,47.74
0,2,1,0,-1,-1,-1,1,-1,1,1,1,0,0,38.3175
0,2,1,0,-1,-1,-1,1,-1,1,1,1,0,1,65.0775
0,2,1,0,-1,-1,-1,1,-1,1,1,1,1,0,41.595
0,2,1,0,-1,-1,-1,1,-1,1,1,1,1,1,41.144999999999996
0,2,1,0,-1,-1,-1,1,-1,2,0,0,0,0,39.37
0,2,1,0,-1,-1,-1,1,-1,2,0,0,0,1,74.87
0,2,1,0,-1,-1,-1,1,-1,2,0,0,1,0,40.45249999999999
0,2,1,0,-1,-1,-1,1,-1,2,0,0,1,1,50.29750000000001
0,2,1,0,-1,-1,-1,1,-1,2,0,1,0,0,39.527499999999996
0,2,1,0,-1,-1,-1,1,-1,2,0,1,0,1,70.7375
0,2,1,0,-1,-1,-1,1,-1,2,0,1,1,0,40.78
0,2,1,0,-1,-1,-1,1,-1,2,0,1,1,1,45.3
0,2,1,0,-1,-1,-1,1,-1,2,1,0,0,0,39.83
0,2,1,0,-1,-1,-1,1,-1,2,1,0,0,1,76.29249999999999
0,2,1,0,-1,-1,-1,1,-1,2,1,0,1,0,41.07
0,2,1,0,-1,-1,-1,1,-1,2,1,0,1,1,48.737500000000004
0,2,1,0,-1,-1,-1,1,-1,2,1,1,0,0,39.245000000000005
0,2,1,0,-1,-1,-1,1,-1,2,1,1,0,1,71.185
0,2,1,0,-1,-1,-1,1,-1,2,1,1,1,0,40.94
0,2,1,0,-1,-1,-1,1,-1,2,1,1,1,1,45.5225
0,2,1,0,-1,-1,-1,1,0,-1,0,0,0,0,46.215
0,2,1,0,-1,-1,-1,1,0,-1,0,0,0,1,95.4975
0,2,1,0,-1,-1,-1,1,0,-1,0,0,1,0,46.205
0,2,1,0,-1,-1,-1,1,0,-1,0,0,1,1,72.7425
0,2,1,0,-1,-1,-1,1,0,-1,0,1,0,0,52.165
0,2,1,0,-1,-1,-1,1,0,-1,0,1,0,1,79.5125
0,2,1,0,-1,-1,-1,1,0,-1,0,1,1,0,55.4925
0,2,1,0,-1,-1,-1,1,0,-1,0,1,1,1,55.545
0,2,1,0,-1,-1,-1,1,0,-1,1,0,0,0,45.895
0,2,1,0,-1,-1,-1,1,0,-1,1,0,0,1,96.2475
0,2,1,0,-1,-1,-1,1,0,-1,1,0,1,0,45.625
0,2,1,0,-1,-1,-1,1,0,-1,1,0,1,1,73.6225
0,2,1,0,-1,-1,-1,1,0,-1,1,1,0,0,52.18
0,2,1,0,-1,-1,-1,1,0,-1,1,1,0,1,80.00750000000001
0,2,1,0,-1,-1,-1,1,0,-1,1,1,1,0,55.269999999999996
0,2,1,0,-1,-1,-1,1,0,-1,1,1,1,1,53.777499999999996
0,2,1,0,-1,-1,-1,1,0,0,0,0,0,0,36.662499999999994
0,2,1,0,-1,-1,-1,1,0,0,0,0,0,1,78.7975
0,2,1,0,-1,-1,-1,1,0,0,0,0,1,0,37.49250000000001
0,2,1,0,-1,-1,-1,1,0,0,0,0,1,1,50.86
0,2,1,0,-1,-1,-1,1,0,0,0,1,0,0,39.4675
0,2,1,0,-1,-1,-1,1,0,0,0,1,0,1,70.8
0,2,1,0,-1,-1,-1,1,0,0,0,1,1,0,41.61
0,2,1,0,-1,-1,-1,1,0,0,0,1,1,1,39.555
0,2,1,0,-1,-1,-1,1,0,0,1,0,0,0,36.6375
0,2,1,0,-1,-1,-1,1,0,0,1,0,0,1,80.1425
0,2,1,0,-1,-1,-1,1,0,0,1,0,1,0,37.305
0,2,1,0,-1,-1,-1,1,0,0,1,0,1,1,53.4725
0,2,1,0,-1,-1,-1,1,0,0,1,1,0,0,39.455000000000005
0,2,1,0,-1,-1,-1,1,0,0,1,1,0,1,69.73750000000001
0,2,1,0,-1,-1,-1,1,0,0,1,1,1,0,40.9775
0,2,1,0,-1,-1,-1,1,0,0,1,1,1,1,39.9175
0,2,1,0,-1,-1,-1,1,0,1,0,0,0,0,36.5925
0,2,1,0,-1,-1,-1,1,0,1,0,0,0,1,69.2925
0,2,1,0,-1,-1,-1,1,0,1,0,0,1,0,34.754999999999995
0,2,1,0,-1,-1,-1,1,0,1,0,0,1,1,43.2575
0,2,1,0,-1,-1,-1,1,0,1,0,1,0,0,37.462500000000006
0,2,1,0,-1,-1,-1,1,0,1,0,1,0,1,57.642500000000005
0,2,1,0,-1,-1,-1,1,0,1,0,1,1,0,34.795
0,2,1,0,-1,-1,-1,1,0,1,0,1,1,1,32.862500000000004
0,2,1,0,-1,-1,-1,1,0,1,1,0,0,0,36.55
0,2,1,0,-1,-1,-1,1,0,1,1,0,0,1,68.91
0,2,1,0,-1,-1,-1,1,0,1,1,0,1,0,34.705
0,2,1,0,-1,-1,-1,1,0,1,1,0,1,1,44.30499999999999
0,2,1,0,-1,-1,-1,1,0,1,1,1,0,0,37.3825
0,2,1,0,-1,-1,-1,1,0,1,1,1,0,1,61.597500000000004
0,2,1,0,-1,-1,-1,1,0,1,1,1,1,0,34.715
0,2,1,0,-1,-1,-1,1,0,1,1,1,1,1,33.5325
0,2,1,0,-1,-1,-1,1,0,2,0,0,0,0,37.54
0,2,1,0,-1,-1,-1,1,0,2,0,0,0,1,70.8525
0,2,1,0,-1,-1,-1,1,0,2,0,0,1,0,37.24
0,2,1,0,-1,-1,-1,1,0,2,0,0,1,1,45.862500000000004
0,2,1,0,-1,-1,-1,1,0,2,0,1,0,0,38.0225
0,2,1,0,-1,-1,-1,1,0,2,0,1,0,1,69.245
0,2,1,0,-1,-1,-1,1,0,2,0,1,1,0,36.7475
0,2,1,0,-1,-1,-1,1,0,2,0,1,1,1,42.989999999999995
0,2,1,0,-1,-1,-1,1,0,2,1,0,0,0,37.650000000000006
0,2,1,0,-1,-1,-1,1,0,2,1,0,0,1,73.15
0,2,1,0,-1,-1,-1,1,0,2,1,0,1,0,37.26
0,2,1,0,-1,-1,-1,1,0,2,1,0,1,1,46.58
0,2,1,0,-1,-1,-1,1,0,2,1,1,0,0,38.09
0,2,1,0,-1,-1,-1,1,0,2,1,1,0,1,69.4125
0,2,1,0,-1,-1,-1,1,0,2,1,1,1,0,36.6875
0,2,1,0,-1,-1,-1,1,0,2,1,1,1,1,41.995000000000005
0,2,1,0,-1,-1,0,0,-1,-1,0,0,0,0,48.7675
0,2,1,0,-1,-1,0,0,-1,-1,0,0,0,1,93.95
0,2,1,0,-1,-1,0,0,-1,-1,0,0,1,0,48.6525
0,2,1,0,-1,-1,0,0,-1,-1,0,0,1,1,59.885000000000005
0,2,1,0,-1,-1,0,0,-1,-1,0,1,0,0,53.2775
0,2,1,0,-1,-1,0,0,-1,-1,0,1,0,1,82.6775
0,2,1,0,-1,-1,0,0,-1,-1,0,1,1,0,55.714999999999996
0,2,1,0,-1,-1,0,0,-1,-1,0,1,1,1,46.54
0,2,1,0,-1,-1,0,0,-1,-1,1,0,0,0,49.1725
0,2,1,0,-1,-1,0,0,-1,-1,1,0,0,1,96.28
0,2,1,0,-1,-1,0,0,-1,-1,1,0,1,0,48.275000000000006
0,2,1,0,-1,-1,0,0,-1,-1,1,0,1,1,59.78750000000001
0,2,1,0,-1,-1,0,0,-1,-1,1,1,0,0,51.775000000000006
0,2,1,0,-1,-1,0,0,-1,-1,1,1,0,1,91.41000000000001
0,2,1,0,-1,-1,0,0,-1,-1,1,1,1,0,57.087500000000006
0,2,1,0,-1,-1,0,0,-1,-1,1,1,1,1,53.5075
0,2,1,0,-1,-1,0,0,-1,0,0,0,0,0,42.865
0,2,1,0,-1,-1,0,0,-1,0,0,0,0,1,89.56
0,2,1,0,-1,-1,0,0,-1,0,0,0,1,0,40.370000000000005
0,2,1,0,-1,-1,0,0,-1,0,0,0,1,1,43.4425
0,2,1,0,-1,-1,0,0,-1,0,0,1,0,0,48.9425
0,2,1,0,-1,-1,0,0,-1,0,0,1,0,1,71.4525
0,2,1,0,-1,-1,0,0,-1,0,0,1,1,0,45.584999999999994
0,2,1,0,-1,-1,0,0,-1,0,0,1,1,1,40.9225
0,2,1,0,-1,-1,0,0,-1,0,1,0,0,0,43.53750000000001
0,2,1,0,-1,-1,0,0,-1,0,1,0,0,1,93.105
0,2,1,0,-1,-1,0,0,-1,0,1,0,1,0,40.4525
0,2,1,0,-1,-1,0,0,-1,0,1,0,1,1,49.0475
0,2,1,0,-1,-1,0,0,-1,0,1,1,0,0,48.8775
0,2,1,0,-1,-1,0,0,-1,0,1,1,0,1,70.50750000000001
0,2,1,0,-1,-1,0,0,-1,0,1,1,1,0,43.59
0,2,1,0,-1,-1,0,0,-1,0,1,1,1,1,37.8925
0,2,1,0,-1,-1,0,0,-1,1,0,0,0,0,49.215
0,2,1,0,-1,-1,0,0,-1,1,0,0,0,1,73.82499999999999
0,2,1,0,-1,-1,0,0,-1,1,0,0,1,0,40.1075
0,2,1,0,-1,-1,0,0,-1,1,0,0,1,1,45.3825
0,2,1,0,-1,-1,0,0,-1,1,0,1,0,0,48.775000000000006
0,2,1,0,-1,-1,0,0,-1,1,0,1,0,1,67.75
